location,iso_code,date,people_fully_vaccinated_per_hundred
Afghanistan,AFG,2021/2/22,
Afghanistan,AFG,2021/2/23,
Afghanistan,AFG,2021/2/24,
Afghanistan,AFG,2021/2/25,
Afghanistan,AFG,2021/2/26,
Afghanistan,AFG,2021/2/27,
Afghanistan,AFG,2021/2/28,
Afghanistan,AFG,2021/3/1,
Afghanistan,AFG,2021/3/2,
Afghanistan,AFG,2021/3/3,
Afghanistan,AFG,2021/3/4,
Afghanistan,AFG,2021/3/5,
Afghanistan,AFG,2021/3/6,
Afghanistan,AFG,2021/3/7,
Afghanistan,AFG,2021/3/8,
Afghanistan,AFG,2021/3/9,
Afghanistan,AFG,2021/3/10,
Afghanistan,AFG,2021/3/11,
Afghanistan,AFG,2021/3/12,
Afghanistan,AFG,2021/3/13,
Afghanistan,AFG,2021/3/14,
Afghanistan,AFG,2021/3/15,
Afghanistan,AFG,2021/3/16,
Afghanistan,AFG,2021/3/17,
Afghanistan,AFG,2021/3/18,
Afghanistan,AFG,2021/3/19,
Afghanistan,AFG,2021/3/20,
Afghanistan,AFG,2021/3/21,
Afghanistan,AFG,2021/3/22,
Afghanistan,AFG,2021/3/23,
Afghanistan,AFG,2021/3/24,
Afghanistan,AFG,2021/3/25,
Afghanistan,AFG,2021/3/26,
Afghanistan,AFG,2021/3/27,
Afghanistan,AFG,2021/3/28,
Afghanistan,AFG,2021/3/29,
Afghanistan,AFG,2021/3/30,
Afghanistan,AFG,2021/3/31,
Afghanistan,AFG,2021/4/1,
Afghanistan,AFG,2021/4/2,
Afghanistan,AFG,2021/4/3,
Afghanistan,AFG,2021/4/4,
Afghanistan,AFG,2021/4/5,
Afghanistan,AFG,2021/4/6,
Afghanistan,AFG,2021/4/7,
Afghanistan,AFG,2021/4/8,
Afghanistan,AFG,2021/4/9,
Afghanistan,AFG,2021/4/10,
Afghanistan,AFG,2021/4/11,
Afghanistan,AFG,2021/4/12,
Afghanistan,AFG,2021/4/13,
Afghanistan,AFG,2021/4/14,
Afghanistan,AFG,2021/4/15,
Afghanistan,AFG,2021/4/16,
Afghanistan,AFG,2021/4/17,
Afghanistan,AFG,2021/4/18,
Afghanistan,AFG,2021/4/19,
Afghanistan,AFG,2021/4/20,
Afghanistan,AFG,2021/4/21,
Afghanistan,AFG,2021/4/22,
Afghanistan,AFG,2021/4/23,
Afghanistan,AFG,2021/4/24,
Afghanistan,AFG,2021/4/25,
Afghanistan,AFG,2021/4/26,
Afghanistan,AFG,2021/4/27,
Afghanistan,AFG,2021/4/28,
Afghanistan,AFG,2021/4/29,
Afghanistan,AFG,2021/4/30,
Afghanistan,AFG,2021/5/1,
Afghanistan,AFG,2021/5/2,
Afghanistan,AFG,2021/5/3,
Afghanistan,AFG,2021/5/4,
Afghanistan,AFG,2021/5/5,
Afghanistan,AFG,2021/5/6,
Afghanistan,AFG,2021/5/7,
Afghanistan,AFG,2021/5/8,
Afghanistan,AFG,2021/5/9,
Afghanistan,AFG,2021/5/10,
Afghanistan,AFG,2021/5/11,0.14
Afghanistan,AFG,2021/5/12,
Afghanistan,AFG,2021/5/13,
Afghanistan,AFG,2021/5/14,
Afghanistan,AFG,2021/5/15,
Afghanistan,AFG,2021/5/16,
Afghanistan,AFG,2021/5/17,
Afghanistan,AFG,2021/5/18,
Afghanistan,AFG,2021/5/19,
Afghanistan,AFG,2021/5/20,0.19
Afghanistan,AFG,2021/5/21,
Afghanistan,AFG,2021/5/22,
Afghanistan,AFG,2021/5/23,
Afghanistan,AFG,2021/5/24,0.24
Afghanistan,AFG,2021/5/25,
Afghanistan,AFG,2021/5/26,0.28
Afghanistan,AFG,2021/5/27,0.29
Afghanistan,AFG,2021/5/28,
Afghanistan,AFG,2021/5/29,
Afghanistan,AFG,2021/5/30,0.3
Afghanistan,AFG,2021/5/31,
Afghanistan,AFG,2021/6/1,
Afghanistan,AFG,2021/6/2,0.36
Afghanistan,AFG,2021/6/3,0.37
Afghanistan,AFG,2021/6/4,
Afghanistan,AFG,2021/6/5,
Afghanistan,AFG,2021/6/6,
Afghanistan,AFG,2021/6/7,
Afghanistan,AFG,2021/6/8,0.4
Afghanistan,AFG,2021/6/9,
Afghanistan,AFG,2021/6/10,
Afghanistan,AFG,2021/6/11,
Afghanistan,AFG,2021/6/12,
Afghanistan,AFG,2021/6/13,
Afghanistan,AFG,2021/6/14,0.44
Afghanistan,AFG,2021/6/15,
Afghanistan,AFG,2021/6/16,
Afghanistan,AFG,2021/6/17,
Afghanistan,AFG,2021/6/18,
Afghanistan,AFG,2021/6/19,
Afghanistan,AFG,2021/6/20,
Afghanistan,AFG,2021/6/21,
Afghanistan,AFG,2021/6/22,0.46
Afghanistan,AFG,2021/6/23,
Afghanistan,AFG,2021/6/24,
Afghanistan,AFG,2021/6/25,
Afghanistan,AFG,2021/6/26,
Afghanistan,AFG,2021/6/27,0.47
Afghanistan,AFG,2021/6/28,
Afghanistan,AFG,2021/6/29,
Afghanistan,AFG,2021/6/30,0.47
Afghanistan,AFG,2021/7/1,
Afghanistan,AFG,2021/7/2,
Afghanistan,AFG,2021/7/3,
Afghanistan,AFG,2021/7/4,
Afghanistan,AFG,2021/7/5,0.48
Afghanistan,AFG,2021/7/6,
Afghanistan,AFG,2021/7/7,0.5
Afghanistan,AFG,2021/7/8,
Afghanistan,AFG,2021/7/9,
Afghanistan,AFG,2021/7/10,
Afghanistan,AFG,2021/7/11,0.55
Afghanistan,AFG,2021/7/12,
Afghanistan,AFG,2021/7/13,
Afghanistan,AFG,2021/7/14,
Afghanistan,AFG,2021/7/15,
Afghanistan,AFG,2021/7/16,
Afghanistan,AFG,2021/7/17,
Afghanistan,AFG,2021/7/18,
Afghanistan,AFG,2021/7/19,
Afghanistan,AFG,2021/7/20,
Afghanistan,AFG,2021/7/21,
Afghanistan,AFG,2021/7/22,
Afghanistan,AFG,2021/7/23,
Afghanistan,AFG,2021/7/24,
Afghanistan,AFG,2021/7/25,
Afghanistan,AFG,2021/7/26,
Afghanistan,AFG,2021/7/27,
Afghanistan,AFG,2021/7/28,
Afghanistan,AFG,2021/7/29,
Afghanistan,AFG,2021/7/30,
Afghanistan,AFG,2021/7/31,
Afghanistan,AFG,2021/8/1,
Afghanistan,AFG,2021/8/2,
Afghanistan,AFG,2021/8/3,
Afghanistan,AFG,2021/8/4,
Afghanistan,AFG,2021/8/5,
Afghanistan,AFG,2021/8/6,
Afghanistan,AFG,2021/8/7,
Afghanistan,AFG,2021/8/8,
Afghanistan,AFG,2021/8/9,
Afghanistan,AFG,2021/8/10,
Afghanistan,AFG,2021/8/11,
Afghanistan,AFG,2021/8/12,
Afghanistan,AFG,2021/8/13,
Afghanistan,AFG,2021/8/14,
Afghanistan,AFG,2021/8/15,
Afghanistan,AFG,2021/8/16,
Afghanistan,AFG,2021/8/17,
Afghanistan,AFG,2021/8/18,
Afghanistan,AFG,2021/8/19,
Afghanistan,AFG,2021/8/20,1.08
Afghanistan,AFG,2021/8/21,
Afghanistan,AFG,2021/8/22,
Afghanistan,AFG,2021/8/23,
Afghanistan,AFG,2021/8/24,
Afghanistan,AFG,2021/8/25,
Afghanistan,AFG,2021/8/26,
Afghanistan,AFG,2021/8/27,
Afghanistan,AFG,2021/8/28,
Afghanistan,AFG,2021/8/29,
Afghanistan,AFG,2021/8/30,
Afghanistan,AFG,2021/8/31,
Afghanistan,AFG,2021/9/1,
Afghanistan,AFG,2021/9/2,
Afghanistan,AFG,2021/9/3,
Afghanistan,AFG,2021/9/4,
Afghanistan,AFG,2021/9/5,
Afghanistan,AFG,2021/9/6,
Afghanistan,AFG,2021/9/7,
Afghanistan,AFG,2021/9/8,
Afghanistan,AFG,2021/9/9,
Afghanistan,AFG,2021/9/10,
Afghanistan,AFG,2021/9/11,
Afghanistan,AFG,2021/9/12,
Afghanistan,AFG,2021/9/13,
Afghanistan,AFG,2021/9/14,
Afghanistan,AFG,2021/9/15,
Afghanistan,AFG,2021/9/16,
Afghanistan,AFG,2021/9/17,
Afghanistan,AFG,2021/9/18,
Afghanistan,AFG,2021/9/19,
Afghanistan,AFG,2021/9/20,
Afghanistan,AFG,2021/9/21,
Afghanistan,AFG,2021/9/22,
Afghanistan,AFG,2021/9/23,
Afghanistan,AFG,2021/9/24,
Afghanistan,AFG,2021/9/25,
Afghanistan,AFG,2021/9/26,
Afghanistan,AFG,2021/9/27,
Afghanistan,AFG,2021/9/28,
Afghanistan,AFG,2021/9/29,
Afghanistan,AFG,2021/9/30,
Afghanistan,AFG,2021/10/1,
Afghanistan,AFG,2021/10/2,
Afghanistan,AFG,2021/10/3,
Afghanistan,AFG,2021/10/4,
Afghanistan,AFG,2021/10/5,
Afghanistan,AFG,2021/10/6,
Afghanistan,AFG,2021/10/7,
Afghanistan,AFG,2021/10/8,
Afghanistan,AFG,2021/10/9,
Afghanistan,AFG,2021/10/10,
Afghanistan,AFG,2021/10/11,
Afghanistan,AFG,2021/10/12,
Afghanistan,AFG,2021/10/13,
Afghanistan,AFG,2021/10/14,
Afghanistan,AFG,2021/10/15,
Afghanistan,AFG,2021/10/16,
Afghanistan,AFG,2021/10/17,
Afghanistan,AFG,2021/10/18,
Afghanistan,AFG,2021/10/19,
Afghanistan,AFG,2021/10/20,
Afghanistan,AFG,2021/10/21,
Afghanistan,AFG,2021/10/22,
Afghanistan,AFG,2021/10/23,
Afghanistan,AFG,2021/10/24,
Afghanistan,AFG,2021/10/25,
Afghanistan,AFG,2021/10/26,
Afghanistan,AFG,2021/10/27,
Afghanistan,AFG,2021/10/28,
Afghanistan,AFG,2021/10/29,
Afghanistan,AFG,2021/10/30,
Afghanistan,AFG,2021/10/31,
Afghanistan,AFG,2021/11/1,
Afghanistan,AFG,2021/11/2,
Afghanistan,AFG,2021/11/3,
Afghanistan,AFG,2021/11/4,
Afghanistan,AFG,2021/11/5,
Afghanistan,AFG,2021/11/6,
Afghanistan,AFG,2021/11/7,
Afghanistan,AFG,2021/11/8,
Afghanistan,AFG,2021/11/9,
Afghanistan,AFG,2021/11/10,
Afghanistan,AFG,2021/11/11,
Afghanistan,AFG,2021/11/12,
Afghanistan,AFG,2021/11/13,
Afghanistan,AFG,2021/11/14,8
Afghanistan,AFG,2021/11/15,
Afghanistan,AFG,2021/11/16,
Afghanistan,AFG,2021/11/17,
Afghanistan,AFG,2021/11/18,
Afghanistan,AFG,2021/11/19,
Afghanistan,AFG,2021/11/20,
Afghanistan,AFG,2021/11/21,
Afghanistan,AFG,2021/11/22,
Afghanistan,AFG,2021/11/23,
Afghanistan,AFG,2021/11/24,
Afghanistan,AFG,2021/11/25,
Afghanistan,AFG,2021/11/26,
Afghanistan,AFG,2021/11/27,
Afghanistan,AFG,2021/11/28,
Afghanistan,AFG,2021/11/29,
Afghanistan,AFG,2021/11/30,
Afghanistan,AFG,2021/12/1,
Afghanistan,AFG,2021/12/2,
Afghanistan,AFG,2021/12/3,
Afghanistan,AFG,2021/12/4,
Afghanistan,AFG,2021/12/5,
Afghanistan,AFG,2021/12/6,
Afghanistan,AFG,2021/12/7,
Afghanistan,AFG,2021/12/8,
Afghanistan,AFG,2021/12/9,
Afghanistan,AFG,2021/12/10,
Afghanistan,AFG,2021/12/11,
Afghanistan,AFG,2021/12/12,
Afghanistan,AFG,2021/12/13,
Afghanistan,AFG,2021/12/14,
Afghanistan,AFG,2021/12/15,
Afghanistan,AFG,2021/12/16,
Afghanistan,AFG,2021/12/17,
Afghanistan,AFG,2021/12/18,
Afghanistan,AFG,2021/12/19,
Afghanistan,AFG,2021/12/20,
Afghanistan,AFG,2021/12/21,
Afghanistan,AFG,2021/12/22,
Afghanistan,AFG,2021/12/23,
Afghanistan,AFG,2021/12/24,
Afghanistan,AFG,2021/12/25,
Afghanistan,AFG,2021/12/26,
Afghanistan,AFG,2021/12/27,9.42
Afghanistan,AFG,2021/12/28,
Afghanistan,AFG,2021/12/29,
Afghanistan,AFG,2021/12/30,
Afghanistan,AFG,2021/12/31,
Afghanistan,AFG,2022/1/1,
Afghanistan,AFG,2022/1/2,
Afghanistan,AFG,2022/1/3,
Afghanistan,AFG,2022/1/4,
Afghanistan,AFG,2022/1/5,
Afghanistan,AFG,2022/1/6,
Afghanistan,AFG,2022/1/7,
Afghanistan,AFG,2022/1/8,
Afghanistan,AFG,2022/1/9,9.56
Afghanistan,AFG,2022/1/10,
Afghanistan,AFG,2022/1/11,9.58
Afghanistan,AFG,2022/1/12,
Afghanistan,AFG,2022/1/13,9.6
Afghanistan,AFG,2022/1/14,
Afghanistan,AFG,2022/1/15,
Afghanistan,AFG,2022/1/16,
Afghanistan,AFG,2022/1/17,9.62
Afghanistan,AFG,2022/1/18,
Afghanistan,AFG,2022/1/19,9.63
Afghanistan,AFG,2022/1/20,
Afghanistan,AFG,2022/1/21,
Afghanistan,AFG,2022/1/22,
Afghanistan,AFG,2022/1/23,
Afghanistan,AFG,2022/1/24,9.67
Afghanistan,AFG,2022/1/25,
Afghanistan,AFG,2022/1/26,9.71
Afghanistan,AFG,2022/1/27,9.71
Afghanistan,AFG,2022/1/28,
Afghanistan,AFG,2022/1/29,
Afghanistan,AFG,2022/1/30,
Afghanistan,AFG,2022/1/31,9.77
Afghanistan,AFG,2022/2/1,
Afghanistan,AFG,2022/2/2,9.82
Afghanistan,AFG,2022/2/3,
Afghanistan,AFG,2022/2/4,
Afghanistan,AFG,2022/2/5,
Afghanistan,AFG,2022/2/6,
Afghanistan,AFG,2022/2/7,9.94
Afghanistan,AFG,2022/2/8,
Afghanistan,AFG,2022/2/9,
Afghanistan,AFG,2022/2/10,
Afghanistan,AFG,2022/2/11,
Afghanistan,AFG,2022/2/12,
Afghanistan,AFG,2022/2/13,
Afghanistan,AFG,2022/2/14,10.15
Afghanistan,AFG,2022/2/15,
Afghanistan,AFG,2022/2/16,
Afghanistan,AFG,2022/2/17,
Afghanistan,AFG,2022/2/18,
Afghanistan,AFG,2022/2/19,
Afghanistan,AFG,2022/2/20,10.36
Afghanistan,AFG,2022/2/21,
Afghanistan,AFG,2022/2/22,
Afghanistan,AFG,2022/2/23,
Afghanistan,AFG,2022/2/24,
Afghanistan,AFG,2022/2/25,
Afghanistan,AFG,2022/2/26,
Afghanistan,AFG,2022/2/27,10.62
Afghanistan,AFG,2022/2/28,
Afghanistan,AFG,2022/3/1,
Afghanistan,AFG,2022/3/2,
Afghanistan,AFG,2022/3/3,
Afghanistan,AFG,2022/3/4,
Afghanistan,AFG,2022/3/5,
Afghanistan,AFG,2022/3/6,10.75
Afghanistan,AFG,2022/3/7,
Afghanistan,AFG,2022/3/8,
Afghanistan,AFG,2022/3/9,
Afghanistan,AFG,2022/3/10,
Afghanistan,AFG,2022/3/11,
Afghanistan,AFG,2022/3/12,
Afghanistan,AFG,2022/3/13,
Afghanistan,AFG,2022/3/14,
Afghanistan,AFG,2022/3/15,
Afghanistan,AFG,2022/3/16,
Afghanistan,AFG,2022/3/17,11.05
Afghanistan,AFG,2022/3/18,
Afghanistan,AFG,2022/3/19,
Afghanistan,AFG,2022/3/20,
Afghanistan,AFG,2022/3/21,
Afghanistan,AFG,2022/3/22,11.1
Afghanistan,AFG,2022/3/23,
Afghanistan,AFG,2022/3/24,
Afghanistan,AFG,2022/3/25,
Afghanistan,AFG,2022/3/26,
Afghanistan,AFG,2022/3/27,
Afghanistan,AFG,2022/3/28,
Afghanistan,AFG,2022/3/29,
Afghanistan,AFG,2022/3/30,
Afghanistan,AFG,2022/3/31,
Afghanistan,AFG,2022/4/1,
Afghanistan,AFG,2022/4/2,
Afghanistan,AFG,2022/4/3,
Afghanistan,AFG,2022/4/4,11.38
Africa,OWID_AFR,2021/1/9,
Africa,OWID_AFR,2021/1/10,
Africa,OWID_AFR,2021/1/11,
Africa,OWID_AFR,2021/1/12,
Africa,OWID_AFR,2021/1/13,
Africa,OWID_AFR,2021/1/14,
Africa,OWID_AFR,2021/1/15,
Africa,OWID_AFR,2021/1/16,
Africa,OWID_AFR,2021/1/17,
Africa,OWID_AFR,2021/1/18,
Africa,OWID_AFR,2021/1/19,
Africa,OWID_AFR,2021/1/20,
Africa,OWID_AFR,2021/1/21,
Africa,OWID_AFR,2021/1/22,
Africa,OWID_AFR,2021/1/23,
Africa,OWID_AFR,2021/1/24,
Africa,OWID_AFR,2021/1/25,
Africa,OWID_AFR,2021/1/26,
Africa,OWID_AFR,2021/1/27,
Africa,OWID_AFR,2021/1/28,
Africa,OWID_AFR,2021/1/29,
Africa,OWID_AFR,2021/1/30,
Africa,OWID_AFR,2021/1/31,
Africa,OWID_AFR,2021/2/1,
Africa,OWID_AFR,2021/2/2,
Africa,OWID_AFR,2021/2/3,0
Africa,OWID_AFR,2021/2/4,0
Africa,OWID_AFR,2021/2/5,0
Africa,OWID_AFR,2021/2/6,0
Africa,OWID_AFR,2021/2/7,0
Africa,OWID_AFR,2021/2/8,0
Africa,OWID_AFR,2021/2/9,0
Africa,OWID_AFR,2021/2/10,0
Africa,OWID_AFR,2021/2/11,0
Africa,OWID_AFR,2021/2/12,0
Africa,OWID_AFR,2021/2/13,0
Africa,OWID_AFR,2021/2/14,0
Africa,OWID_AFR,2021/2/15,0
Africa,OWID_AFR,2021/2/16,0
Africa,OWID_AFR,2021/2/17,0
Africa,OWID_AFR,2021/2/18,0
Africa,OWID_AFR,2021/2/19,0
Africa,OWID_AFR,2021/2/20,0
Africa,OWID_AFR,2021/2/21,0
Africa,OWID_AFR,2021/2/22,0
Africa,OWID_AFR,2021/2/23,0.01
Africa,OWID_AFR,2021/2/24,0.01
Africa,OWID_AFR,2021/2/25,0.01
Africa,OWID_AFR,2021/2/26,0.01
Africa,OWID_AFR,2021/2/27,0.02
Africa,OWID_AFR,2021/2/28,0.02
Africa,OWID_AFR,2021/3/1,0.02
Africa,OWID_AFR,2021/3/2,0.03
Africa,OWID_AFR,2021/3/3,0.03
Africa,OWID_AFR,2021/3/4,0.04
Africa,OWID_AFR,2021/3/5,0.05
Africa,OWID_AFR,2021/3/6,0.05
Africa,OWID_AFR,2021/3/7,0.05
Africa,OWID_AFR,2021/3/8,0.06
Africa,OWID_AFR,2021/3/9,0.06
Africa,OWID_AFR,2021/3/10,0.07
Africa,OWID_AFR,2021/3/11,0.08
Africa,OWID_AFR,2021/3/12,0.1
Africa,OWID_AFR,2021/3/13,0.12
Africa,OWID_AFR,2021/3/14,0.12
Africa,OWID_AFR,2021/3/15,0.14
Africa,OWID_AFR,2021/3/16,0.16
Africa,OWID_AFR,2021/3/17,0.17
Africa,OWID_AFR,2021/3/18,0.17
Africa,OWID_AFR,2021/3/19,0.19
Africa,OWID_AFR,2021/3/20,0.19
Africa,OWID_AFR,2021/3/21,0.19
Africa,OWID_AFR,2021/3/22,0.2
Africa,OWID_AFR,2021/3/23,0.21
Africa,OWID_AFR,2021/3/24,0.22
Africa,OWID_AFR,2021/3/25,0.24
Africa,OWID_AFR,2021/3/26,0.26
Africa,OWID_AFR,2021/3/27,0.26
Africa,OWID_AFR,2021/3/28,0.26
Africa,OWID_AFR,2021/3/29,0.27
Africa,OWID_AFR,2021/3/30,0.28
Africa,OWID_AFR,2021/3/31,0.29
Africa,OWID_AFR,2021/4/1,0.3
Africa,OWID_AFR,2021/4/2,0.3
Africa,OWID_AFR,2021/4/3,0.31
Africa,OWID_AFR,2021/4/4,0.31
Africa,OWID_AFR,2021/4/5,0.31
Africa,OWID_AFR,2021/4/6,0.32
Africa,OWID_AFR,2021/4/7,0.32
Africa,OWID_AFR,2021/4/8,0.32
Africa,OWID_AFR,2021/4/9,0.33
Africa,OWID_AFR,2021/4/10,0.33
Africa,OWID_AFR,2021/4/11,0.33
Africa,OWID_AFR,2021/4/12,0.33
Africa,OWID_AFR,2021/4/13,0.33
Africa,OWID_AFR,2021/4/14,0.33
Africa,OWID_AFR,2021/4/15,0.33
Africa,OWID_AFR,2021/4/16,0.33
Africa,OWID_AFR,2021/4/17,0.34
Africa,OWID_AFR,2021/4/18,0.34
Africa,OWID_AFR,2021/4/19,0.34
Africa,OWID_AFR,2021/4/20,0.34
Africa,OWID_AFR,2021/4/21,0.34
Africa,OWID_AFR,2021/4/22,0.34
Africa,OWID_AFR,2021/4/23,0.34
Africa,OWID_AFR,2021/4/24,0.34
Africa,OWID_AFR,2021/4/25,0.35
Africa,OWID_AFR,2021/4/26,0.35
Africa,OWID_AFR,2021/4/27,0.35
Africa,OWID_AFR,2021/4/28,0.35
Africa,OWID_AFR,2021/4/29,0.35
Africa,OWID_AFR,2021/4/30,0.36
Africa,OWID_AFR,2021/5/1,0.36
Africa,OWID_AFR,2021/5/2,0.36
Africa,OWID_AFR,2021/5/3,0.36
Africa,OWID_AFR,2021/5/4,0.37
Africa,OWID_AFR,2021/5/5,0.37
Africa,OWID_AFR,2021/5/6,0.37
Africa,OWID_AFR,2021/5/7,0.38
Africa,OWID_AFR,2021/5/8,0.38
Africa,OWID_AFR,2021/5/9,0.4
Africa,OWID_AFR,2021/5/10,0.4
Africa,OWID_AFR,2021/5/11,0.41
Africa,OWID_AFR,2021/5/12,0.42
Africa,OWID_AFR,2021/5/13,0.42
Africa,OWID_AFR,2021/5/14,0.43
Africa,OWID_AFR,2021/5/15,0.43
Africa,OWID_AFR,2021/5/16,0.43
Africa,OWID_AFR,2021/5/17,0.44
Africa,OWID_AFR,2021/5/18,0.45
Africa,OWID_AFR,2021/5/19,0.46
Africa,OWID_AFR,2021/5/20,0.46
Africa,OWID_AFR,2021/5/21,0.48
Africa,OWID_AFR,2021/5/22,0.49
Africa,OWID_AFR,2021/5/23,0.49
Africa,OWID_AFR,2021/5/24,0.5
Africa,OWID_AFR,2021/5/25,0.51
Africa,OWID_AFR,2021/5/26,0.52
Africa,OWID_AFR,2021/5/27,0.52
Africa,OWID_AFR,2021/5/28,0.52
Africa,OWID_AFR,2021/5/29,0.53
Africa,OWID_AFR,2021/5/30,0.53
Africa,OWID_AFR,2021/5/31,0.61
Africa,OWID_AFR,2021/6/1,0.63
Africa,OWID_AFR,2021/6/2,0.64
Africa,OWID_AFR,2021/6/3,0.65
Africa,OWID_AFR,2021/6/4,0.66
Africa,OWID_AFR,2021/6/5,0.67
Africa,OWID_AFR,2021/6/6,0.68
Africa,OWID_AFR,2021/6/7,0.7
Africa,OWID_AFR,2021/6/8,0.74
Africa,OWID_AFR,2021/6/9,0.78
Africa,OWID_AFR,2021/6/10,0.8
Africa,OWID_AFR,2021/6/11,0.82
Africa,OWID_AFR,2021/6/12,0.83
Africa,OWID_AFR,2021/6/13,0.83
Africa,OWID_AFR,2021/6/14,0.86
Africa,OWID_AFR,2021/6/15,0.91
Africa,OWID_AFR,2021/6/16,0.93
Africa,OWID_AFR,2021/6/17,0.94
Africa,OWID_AFR,2021/6/18,0.96
Africa,OWID_AFR,2021/6/19,0.97
Africa,OWID_AFR,2021/6/20,0.98
Africa,OWID_AFR,2021/6/21,1
Africa,OWID_AFR,2021/6/22,1.01
Africa,OWID_AFR,2021/6/23,1.02
Africa,OWID_AFR,2021/6/24,1.06
Africa,OWID_AFR,2021/6/25,1.07
Africa,OWID_AFR,2021/6/26,1.08
Africa,OWID_AFR,2021/6/27,1.09
Africa,OWID_AFR,2021/6/28,1.12
Africa,OWID_AFR,2021/6/29,1.12
Africa,OWID_AFR,2021/6/30,1.14
Africa,OWID_AFR,2021/7/1,1.15
Africa,OWID_AFR,2021/7/2,1.15
Africa,OWID_AFR,2021/7/3,1.16
Africa,OWID_AFR,2021/7/4,1.17
Africa,OWID_AFR,2021/7/5,1.2
Africa,OWID_AFR,2021/7/6,1.21
Africa,OWID_AFR,2021/7/7,1.21
Africa,OWID_AFR,2021/7/8,1.28
Africa,OWID_AFR,2021/7/9,1.28
Africa,OWID_AFR,2021/7/10,1.29
Africa,OWID_AFR,2021/7/11,1.29
Africa,OWID_AFR,2021/7/12,1.35
Africa,OWID_AFR,2021/7/13,1.37
Africa,OWID_AFR,2021/7/14,1.38
Africa,OWID_AFR,2021/7/15,1.41
Africa,OWID_AFR,2021/7/16,1.41
Africa,OWID_AFR,2021/7/17,1.41
Africa,OWID_AFR,2021/7/18,1.42
Africa,OWID_AFR,2021/7/19,1.46
Africa,OWID_AFR,2021/7/20,1.47
Africa,OWID_AFR,2021/7/21,1.47
Africa,OWID_AFR,2021/7/22,1.51
Africa,OWID_AFR,2021/7/23,1.52
Africa,OWID_AFR,2021/7/24,1.52
Africa,OWID_AFR,2021/7/25,1.55
Africa,OWID_AFR,2021/7/26,1.56
Africa,OWID_AFR,2021/7/27,1.59
Africa,OWID_AFR,2021/7/28,1.6
Africa,OWID_AFR,2021/7/29,1.64
Africa,OWID_AFR,2021/7/30,1.65
Africa,OWID_AFR,2021/7/31,1.65
Africa,OWID_AFR,2021/8/1,1.66
Africa,OWID_AFR,2021/8/2,1.69
Africa,OWID_AFR,2021/8/3,1.74
Africa,OWID_AFR,2021/8/4,1.74
Africa,OWID_AFR,2021/8/5,1.78
Africa,OWID_AFR,2021/8/6,1.79
Africa,OWID_AFR,2021/8/7,1.83
Africa,OWID_AFR,2021/8/8,1.86
Africa,OWID_AFR,2021/8/9,1.89
Africa,OWID_AFR,2021/8/10,1.92
Africa,OWID_AFR,2021/8/11,1.93
Africa,OWID_AFR,2021/8/12,1.97
Africa,OWID_AFR,2021/8/13,1.99
Africa,OWID_AFR,2021/8/14,2
Africa,OWID_AFR,2021/8/15,2.01
Africa,OWID_AFR,2021/8/16,2.09
Africa,OWID_AFR,2021/8/17,2.12
Africa,OWID_AFR,2021/8/18,2.18
Africa,OWID_AFR,2021/8/19,2.24
Africa,OWID_AFR,2021/8/20,2.34
Africa,OWID_AFR,2021/8/21,2.35
Africa,OWID_AFR,2021/8/22,2.37
Africa,OWID_AFR,2021/8/23,2.41
Africa,OWID_AFR,2021/8/24,2.46
Africa,OWID_AFR,2021/8/25,2.54
Africa,OWID_AFR,2021/8/26,2.54
Africa,OWID_AFR,2021/8/27,2.65
Africa,OWID_AFR,2021/8/28,2.66
Africa,OWID_AFR,2021/8/29,2.72
Africa,OWID_AFR,2021/8/30,2.74
Africa,OWID_AFR,2021/8/31,2.79
Africa,OWID_AFR,2021/9/1,2.86
Africa,OWID_AFR,2021/9/2,2.87
Africa,OWID_AFR,2021/9/3,2.89
Africa,OWID_AFR,2021/9/4,3.08
Africa,OWID_AFR,2021/9/5,3.14
Africa,OWID_AFR,2021/9/6,3.19
Africa,OWID_AFR,2021/9/7,3.22
Africa,OWID_AFR,2021/9/8,3.25
Africa,OWID_AFR,2021/9/9,3.3
Africa,OWID_AFR,2021/9/10,3.36
Africa,OWID_AFR,2021/9/11,3.4
Africa,OWID_AFR,2021/9/12,3.42
Africa,OWID_AFR,2021/9/13,3.43
Africa,OWID_AFR,2021/9/14,3.57
Africa,OWID_AFR,2021/9/15,3.64
Africa,OWID_AFR,2021/9/16,3.7
Africa,OWID_AFR,2021/9/17,3.71
Africa,OWID_AFR,2021/9/18,3.74
Africa,OWID_AFR,2021/9/19,3.81
Africa,OWID_AFR,2021/9/20,3.88
Africa,OWID_AFR,2021/9/21,3.9
Africa,OWID_AFR,2021/9/22,3.97
Africa,OWID_AFR,2021/9/23,3.99
Africa,OWID_AFR,2021/9/24,4
Africa,OWID_AFR,2021/9/25,4.12
Africa,OWID_AFR,2021/9/26,4.14
Africa,OWID_AFR,2021/9/27,4.29
Africa,OWID_AFR,2021/9/28,4.33
Africa,OWID_AFR,2021/9/29,4.35
Africa,OWID_AFR,2021/9/30,4.39
Africa,OWID_AFR,2021/10/1,4.4
Africa,OWID_AFR,2021/10/2,4.44
Africa,OWID_AFR,2021/10/3,4.46
Africa,OWID_AFR,2021/10/4,4.47
Africa,OWID_AFR,2021/10/5,4.49
Africa,OWID_AFR,2021/10/6,4.53
