location,iso_code,date,people_fully_vaccinated_per_hundred
Guinea-Bissau,GNB,2022/2/15,
Guinea-Bissau,GNB,2022/2/16,
Guinea-Bissau,GNB,2022/2/17,
Guinea-Bissau,GNB,2022/2/18,
Guinea-Bissau,GNB,2022/2/19,
Guinea-Bissau,GNB,2022/2/20,16.77
Guinea-Bissau,GNB,2022/2/21,
Guinea-Bissau,GNB,2022/2/22,
Guinea-Bissau,GNB,2022/2/23,
Guinea-Bissau,GNB,2022/2/24,
Guinea-Bissau,GNB,2022/2/25,
Guinea-Bissau,GNB,2022/2/26,
Guinea-Bissau,GNB,2022/2/27,16.78
Guinea-Bissau,GNB,2022/2/28,
Guinea-Bissau,GNB,2022/3/1,
Guinea-Bissau,GNB,2022/3/2,
Guinea-Bissau,GNB,2022/3/3,
Guinea-Bissau,GNB,2022/3/4,
Guinea-Bissau,GNB,2022/3/5,
Guinea-Bissau,GNB,2022/3/6,16.83
Guinea-Bissau,GNB,2022/3/7,
Guinea-Bissau,GNB,2022/3/8,
Guinea-Bissau,GNB,2022/3/9,
Guinea-Bissau,GNB,2022/3/10,
Guinea-Bissau,GNB,2022/3/11,
Guinea-Bissau,GNB,2022/3/12,
Guinea-Bissau,GNB,2022/3/13,16.93
Guinea-Bissau,GNB,2022/3/14,
Guinea-Bissau,GNB,2022/3/15,
Guinea-Bissau,GNB,2022/3/16,16.93
Guinea-Bissau,GNB,2022/3/17,
Guinea-Bissau,GNB,2022/3/18,
Guinea-Bissau,GNB,2022/3/19,
Guinea-Bissau,GNB,2022/3/20,
Guinea-Bissau,GNB,2022/3/21,
Guinea-Bissau,GNB,2022/3/22,
Guinea-Bissau,GNB,2022/3/23,
Guinea-Bissau,GNB,2022/3/24,
Guinea-Bissau,GNB,2022/3/25,
Guinea-Bissau,GNB,2022/3/26,16.94
Guyana,GUY,2021/2/11,
Guyana,GUY,2021/2/12,
Guyana,GUY,2021/2/13,
Guyana,GUY,2021/2/14,
Guyana,GUY,2021/2/15,
Guyana,GUY,2021/2/16,
Guyana,GUY,2021/2/17,
Guyana,GUY,2021/2/18,
Guyana,GUY,2021/2/19,
Guyana,GUY,2021/2/20,
Guyana,GUY,2021/2/21,
Guyana,GUY,2021/2/22,
Guyana,GUY,2021/2/23,
Guyana,GUY,2021/2/24,
Guyana,GUY,2021/2/25,
Guyana,GUY,2021/2/26,
Guyana,GUY,2021/2/27,
Guyana,GUY,2021/2/28,
Guyana,GUY,2021/3/1,
Guyana,GUY,2021/3/2,
Guyana,GUY,2021/3/3,
Guyana,GUY,2021/3/4,
Guyana,GUY,2021/3/5,
Guyana,GUY,2021/3/6,
Guyana,GUY,2021/3/7,
Guyana,GUY,2021/3/8,
Guyana,GUY,2021/3/9,
Guyana,GUY,2021/3/10,
Guyana,GUY,2021/3/11,
Guyana,GUY,2021/3/12,
Guyana,GUY,2021/3/13,
Guyana,GUY,2021/3/14,
Guyana,GUY,2021/3/15,
Guyana,GUY,2021/3/16,
Guyana,GUY,2021/3/17,
Guyana,GUY,2021/3/18,
Guyana,GUY,2021/3/19,
Guyana,GUY,2021/3/20,
Guyana,GUY,2021/3/21,
Guyana,GUY,2021/3/22,
Guyana,GUY,2021/3/23,
Guyana,GUY,2021/3/24,
Guyana,GUY,2021/3/25,
Guyana,GUY,2021/3/26,
Guyana,GUY,2021/3/27,
Guyana,GUY,2021/3/28,
Guyana,GUY,2021/3/29,
Guyana,GUY,2021/3/30,
Guyana,GUY,2021/3/31,
Guyana,GUY,2021/4/1,
Guyana,GUY,2021/4/2,
Guyana,GUY,2021/4/3,
Guyana,GUY,2021/4/4,
Guyana,GUY,2021/4/5,
Guyana,GUY,2021/4/6,
Guyana,GUY,2021/4/7,
Guyana,GUY,2021/4/8,
Guyana,GUY,2021/4/9,
Guyana,GUY,2021/4/10,
Guyana,GUY,2021/4/11,
Guyana,GUY,2021/4/12,
Guyana,GUY,2021/4/13,
Guyana,GUY,2021/4/14,
Guyana,GUY,2021/4/15,0.08
Guyana,GUY,2021/4/16,
Guyana,GUY,2021/4/17,
Guyana,GUY,2021/4/18,
Guyana,GUY,2021/4/19,
Guyana,GUY,2021/4/20,
Guyana,GUY,2021/4/21,
Guyana,GUY,2021/4/22,
Guyana,GUY,2021/4/23,0.22
Guyana,GUY,2021/4/24,
Guyana,GUY,2021/4/25,
Guyana,GUY,2021/4/26,0.35
Guyana,GUY,2021/4/27,
Guyana,GUY,2021/4/28,
Guyana,GUY,2021/4/29,
Guyana,GUY,2021/4/30,
Guyana,GUY,2021/5/1,
Guyana,GUY,2021/5/2,
Guyana,GUY,2021/5/3,
Guyana,GUY,2021/5/4,
Guyana,GUY,2021/5/5,
Guyana,GUY,2021/5/6,0.35
Guyana,GUY,2021/5/7,
Guyana,GUY,2021/5/8,
Guyana,GUY,2021/5/9,
Guyana,GUY,2021/5/10,
Guyana,GUY,2021/5/11,
Guyana,GUY,2021/5/12,
Guyana,GUY,2021/5/13,
Guyana,GUY,2021/5/14,
Guyana,GUY,2021/5/15,
Guyana,GUY,2021/5/16,
Guyana,GUY,2021/5/17,
Guyana,GUY,2021/5/18,
Guyana,GUY,2021/5/19,
Guyana,GUY,2021/5/20,
Guyana,GUY,2021/5/21,
Guyana,GUY,2021/5/22,
Guyana,GUY,2021/5/23,
Guyana,GUY,2021/5/24,
Guyana,GUY,2021/5/25,7.39
Guyana,GUY,2021/5/26,
Guyana,GUY,2021/5/27,
Guyana,GUY,2021/5/28,
Guyana,GUY,2021/5/29,
Guyana,GUY,2021/5/30,
Guyana,GUY,2021/5/31,
Guyana,GUY,2021/6/1,
Guyana,GUY,2021/6/2,8.96
Guyana,GUY,2021/6/3,
Guyana,GUY,2021/6/4,
Guyana,GUY,2021/6/5,9.54
Guyana,GUY,2021/6/6,
Guyana,GUY,2021/6/7,
Guyana,GUY,2021/6/8,
Guyana,GUY,2021/6/9,10.1
Guyana,GUY,2021/6/10,
Guyana,GUY,2021/6/11,10.59
Guyana,GUY,2021/6/12,
Guyana,GUY,2021/6/13,
Guyana,GUY,2021/6/14,
Guyana,GUY,2021/6/15,
Guyana,GUY,2021/6/16,11.66
Guyana,GUY,2021/6/17,
Guyana,GUY,2021/6/18,
Guyana,GUY,2021/6/19,
Guyana,GUY,2021/6/20,
Guyana,GUY,2021/6/21,12.48
Guyana,GUY,2021/6/22,
Guyana,GUY,2021/6/23,
Guyana,GUY,2021/6/24,
Guyana,GUY,2021/6/25,13.24
Guyana,GUY,2021/6/26,
Guyana,GUY,2021/6/27,
Guyana,GUY,2021/6/28,
Guyana,GUY,2021/6/29,13.59
Guyana,GUY,2021/6/30,13.76
Guyana,GUY,2021/7/1,14.01
Guyana,GUY,2021/7/2,14.22
Guyana,GUY,2021/7/3,
Guyana,GUY,2021/7/4,
Guyana,GUY,2021/7/5,
Guyana,GUY,2021/7/6,14.47
Guyana,GUY,2021/7/7,
Guyana,GUY,2021/7/8,14.79
Guyana,GUY,2021/7/9,
Guyana,GUY,2021/7/10,
Guyana,GUY,2021/7/11,
Guyana,GUY,2021/7/12,
Guyana,GUY,2021/7/13,
Guyana,GUY,2021/7/14,15.57
Guyana,GUY,2021/7/15,
Guyana,GUY,2021/7/16,
Guyana,GUY,2021/7/17,
Guyana,GUY,2021/7/18,
Guyana,GUY,2021/7/19,16.23
Guyana,GUY,2021/7/20,
Guyana,GUY,2021/7/21,
Guyana,GUY,2021/7/22,16.37
Guyana,GUY,2021/7/23,16.42
Guyana,GUY,2021/7/24,
Guyana,GUY,2021/7/25,
Guyana,GUY,2021/7/26,16.5
Guyana,GUY,2021/7/27,
Guyana,GUY,2021/7/28,16.95
Guyana,GUY,2021/7/29,17.54
Guyana,GUY,2021/7/30,17.54
Guyana,GUY,2021/7/31,
Guyana,GUY,2021/8/1,
Guyana,GUY,2021/8/2,
Guyana,GUY,2021/8/3,17.92
Guyana,GUY,2021/8/4,17.98
Guyana,GUY,2021/8/5,
Guyana,GUY,2021/8/6,
Guyana,GUY,2021/8/7,
Guyana,GUY,2021/8/8,
Guyana,GUY,2021/8/9,
Guyana,GUY,2021/8/10,18.34
Guyana,GUY,2021/8/11,
Guyana,GUY,2021/8/12,18.48
Guyana,GUY,2021/8/13,18.54
Guyana,GUY,2021/8/14,
Guyana,GUY,2021/8/15,
Guyana,GUY,2021/8/16,18.62
Guyana,GUY,2021/8/17,
Guyana,GUY,2021/8/18,
Guyana,GUY,2021/8/19,
Guyana,GUY,2021/8/20,
Guyana,GUY,2021/8/21,
Guyana,GUY,2021/8/22,
Guyana,GUY,2021/8/23,19.47
Guyana,GUY,2021/8/24,
Guyana,GUY,2021/8/25,19.7
Guyana,GUY,2021/8/26,20.06
Guyana,GUY,2021/8/27,20.18
Guyana,GUY,2021/8/28,
Guyana,GUY,2021/8/29,
Guyana,GUY,2021/8/30,20.33
Guyana,GUY,2021/8/31,20.37
Guyana,GUY,2021/9/1,
Guyana,GUY,2021/9/2,
Guyana,GUY,2021/9/3,21.1
Guyana,GUY,2021/9/4,
Guyana,GUY,2021/9/5,
Guyana,GUY,2021/9/6,
Guyana,GUY,2021/9/7,21.41
Guyana,GUY,2021/9/8,21.53
Guyana,GUY,2021/9/9,21.78
Guyana,GUY,2021/9/10,
Guyana,GUY,2021/9/11,
Guyana,GUY,2021/9/12,
Guyana,GUY,2021/9/13,
Guyana,GUY,2021/9/14,22.15
Guyana,GUY,2021/9/15,
Guyana,GUY,2021/9/16,22.36
Guyana,GUY,2021/9/17,
Guyana,GUY,2021/9/18,
Guyana,GUY,2021/9/19,
Guyana,GUY,2021/9/20,22.66
Guyana,GUY,2021/9/21,
Guyana,GUY,2021/9/22,
Guyana,GUY,2021/9/23,23.01
Guyana,GUY,2021/9/24,
Guyana,GUY,2021/9/25,
Guyana,GUY,2021/9/26,
Guyana,GUY,2021/9/27,23.29
Guyana,GUY,2021/9/28,
Guyana,GUY,2021/9/29,23.53
Guyana,GUY,2021/9/30,
Guyana,GUY,2021/10/1,
Guyana,GUY,2021/10/2,
Guyana,GUY,2021/10/3,
Guyana,GUY,2021/10/4,
Guyana,GUY,2021/10/5,26.88
Guyana,GUY,2021/10/6,27.27
Guyana,GUY,2021/10/7,27.6
Guyana,GUY,2021/10/8,27.84
Guyana,GUY,2021/10/9,
Guyana,GUY,2021/10/10,
Guyana,GUY,2021/10/11,
Guyana,GUY,2021/10/12,28.48
Guyana,GUY,2021/10/13,28.68
Guyana,GUY,2021/10/14,
Guyana,GUY,2021/10/15,
Guyana,GUY,2021/10/16,
Guyana,GUY,2021/10/17,
Guyana,GUY,2021/10/18,
Guyana,GUY,2021/10/19,
Guyana,GUY,2021/10/20,29.53
Guyana,GUY,2021/10/21,29.74
Guyana,GUY,2021/10/22,
Guyana,GUY,2021/10/23,
Guyana,GUY,2021/10/24,
Guyana,GUY,2021/10/25,30.11
Guyana,GUY,2021/10/26,
Guyana,GUY,2021/10/27,
Guyana,GUY,2021/10/28,30.52
Guyana,GUY,2021/10/29,
Guyana,GUY,2021/10/30,
Guyana,GUY,2021/10/31,
Guyana,GUY,2021/11/1,30.91
Guyana,GUY,2021/11/2,31.12
Guyana,GUY,2021/11/3,31.36
Guyana,GUY,2021/11/4,
Guyana,GUY,2021/11/5,31.58
Guyana,GUY,2021/11/6,
Guyana,GUY,2021/11/7,
Guyana,GUY,2021/11/8,
Guyana,GUY,2021/11/9,32.13
Guyana,GUY,2021/11/10,32.35
Guyana,GUY,2021/11/11,32.54
Guyana,GUY,2021/11/12,32.75
Guyana,GUY,2021/11/13,
Guyana,GUY,2021/11/14,
Guyana,GUY,2021/11/15,33.13
Guyana,GUY,2021/11/16,33.33
Guyana,GUY,2021/11/17,33.51
Guyana,GUY,2021/11/18,33.67
Guyana,GUY,2021/11/19,33.84
Guyana,GUY,2021/11/20,
Guyana,GUY,2021/11/21,
Guyana,GUY,2021/11/22,
Guyana,GUY,2021/11/23,
Guyana,GUY,2021/11/24,34.32
Guyana,GUY,2021/11/25,
Guyana,GUY,2021/11/26,34.81
Guyana,GUY,2021/11/27,
Guyana,GUY,2021/11/28,
Guyana,GUY,2021/11/29,35.03
Guyana,GUY,2021/11/30,35.18
Guyana,GUY,2021/12/1,35.39
Guyana,GUY,2021/12/2,35.51
Guyana,GUY,2021/12/3,
Guyana,GUY,2021/12/4,
Guyana,GUY,2021/12/5,
Guyana,GUY,2021/12/6,35.75
Guyana,GUY,2021/12/7,35.87
Guyana,GUY,2021/12/8,
Guyana,GUY,2021/12/9,
Guyana,GUY,2021/12/10,
Guyana,GUY,2021/12/11,
Guyana,GUY,2021/12/12,
Guyana,GUY,2021/12/13,
Guyana,GUY,2021/12/14,36.24
Guyana,GUY,2021/12/15,
Guyana,GUY,2021/12/16,
Guyana,GUY,2021/12/17,
Guyana,GUY,2021/12/18,36.66
Guyana,GUY,2021/12/19,
Guyana,GUY,2021/12/20,
Guyana,GUY,2021/12/21,
Guyana,GUY,2021/12/22,
Guyana,GUY,2021/12/23,
Guyana,GUY,2021/12/24,
Guyana,GUY,2021/12/25,
Guyana,GUY,2021/12/26,
Guyana,GUY,2021/12/27,
Guyana,GUY,2021/12/28,
Guyana,GUY,2021/12/29,37.22
Guyana,GUY,2021/12/30,
Guyana,GUY,2021/12/31,
Guyana,GUY,2022/1/1,37.37
Guyana,GUY,2022/1/2,
Guyana,GUY,2022/1/3,
Guyana,GUY,2022/1/4,
Guyana,GUY,2022/1/5,
Guyana,GUY,2022/1/6,
Guyana,GUY,2022/1/7,
Guyana,GUY,2022/1/8,
Guyana,GUY,2022/1/9,
Guyana,GUY,2022/1/10,
Guyana,GUY,2022/1/11,
Guyana,GUY,2022/1/12,
Guyana,GUY,2022/1/13,
Guyana,GUY,2022/1/14,38.39
Guyana,GUY,2022/1/15,
Guyana,GUY,2022/1/16,
Guyana,GUY,2022/1/17,
Guyana,GUY,2022/1/18,
Guyana,GUY,2022/1/19,
Guyana,GUY,2022/1/20,
Guyana,GUY,2022/1/21,38.82
Guyana,GUY,2022/1/22,
Guyana,GUY,2022/1/23,
Guyana,GUY,2022/1/24,
Guyana,GUY,2022/1/25,
Guyana,GUY,2022/1/26,
Guyana,GUY,2022/1/27,
Guyana,GUY,2022/1/28,39.45
Guyana,GUY,2022/1/29,
Guyana,GUY,2022/1/30,
Guyana,GUY,2022/1/31,39.59
Guyana,GUY,2022/2/1,
Guyana,GUY,2022/2/2,39.85
Guyana,GUY,2022/2/3,
Guyana,GUY,2022/2/4,
Guyana,GUY,2022/2/5,
Guyana,GUY,2022/2/6,
Guyana,GUY,2022/2/7,
Guyana,GUY,2022/2/8,
Guyana,GUY,2022/2/9,40.44
Guyana,GUY,2022/2/10,
Guyana,GUY,2022/2/11,40.52
Guyana,GUY,2022/2/12,
Guyana,GUY,2022/2/13,
Guyana,GUY,2022/2/14,
Guyana,GUY,2022/2/15,
Guyana,GUY,2022/2/16,40.8
Guyana,GUY,2022/2/17,
Guyana,GUY,2022/2/18,
Guyana,GUY,2022/2/19,41.02
Guyana,GUY,2022/2/20,
Guyana,GUY,2022/2/21,
Guyana,GUY,2022/2/22,
Guyana,GUY,2022/2/23,41.21
Guyana,GUY,2022/2/24,
Guyana,GUY,2022/2/25,41.3
Guyana,GUY,2022/2/26,41.36
Guyana,GUY,2022/2/27,
Guyana,GUY,2022/2/28,
Guyana,GUY,2022/3/1,41.54
Guyana,GUY,2022/3/2,
Guyana,GUY,2022/3/3,
Guyana,GUY,2022/3/4,41.76
Guyana,GUY,2022/3/5,
Guyana,GUY,2022/3/6,
Guyana,GUY,2022/3/7,41.92
Guyana,GUY,2022/3/8,
Guyana,GUY,2022/3/9,
Guyana,GUY,2022/3/10,41.97
Guyana,GUY,2022/3/11,45.07
Guyana,GUY,2022/3/12,
Guyana,GUY,2022/3/13,
Guyana,GUY,2022/3/14,
Guyana,GUY,2022/3/15,
Guyana,GUY,2022/3/16,45.38
Guyana,GUY,2022/3/17,
Guyana,GUY,2022/3/18,45.46
Guyana,GUY,2022/3/19,
Guyana,GUY,2022/3/20,
Guyana,GUY,2022/3/21,
Guyana,GUY,2022/3/22,
Guyana,GUY,2022/3/23,45.6
Guyana,GUY,2022/3/24,
Guyana,GUY,2022/3/25,45.62
Guyana,GUY,2022/3/26,
Guyana,GUY,2022/3/27,
Guyana,GUY,2022/3/28,
Guyana,GUY,2022/3/29,
Guyana,GUY,2022/3/30,45.7
Guyana,GUY,2022/3/31,
Guyana,GUY,2022/4/1,45.76
Guyana,GUY,2022/4/2,
Guyana,GUY,2022/4/3,
Guyana,GUY,2022/4/4,
Guyana,GUY,2022/4/5,
Guyana,GUY,2022/4/6,
Guyana,GUY,2022/4/7,
Guyana,GUY,2022/4/8,45.88
Haiti,HTI,2021/7/16,
Haiti,HTI,2021/7/17,
Haiti,HTI,2021/7/18,
Haiti,HTI,2021/7/19,
Haiti,HTI,2021/7/20,
Haiti,HTI,2021/7/21,0
Haiti,HTI,2021/7/22,0
Haiti,HTI,2021/7/23,
Haiti,HTI,2021/7/24,
Haiti,HTI,2021/7/25,
Haiti,HTI,2021/7/26,0
Haiti,HTI,2021/7/27,0
Haiti,HTI,2021/7/28,0
Haiti,HTI,2021/7/29,0
Haiti,HTI,2021/7/30,0
Haiti,HTI,2021/7/31,
Haiti,HTI,2021/8/1,
Haiti,HTI,2021/8/2,0
Haiti,HTI,2021/8/3,0
Haiti,HTI,2021/8/4,0
Haiti,HTI,2021/8/5,0
Haiti,HTI,2021/8/6,0
Haiti,HTI,2021/8/7,
Haiti,HTI,2021/8/8,
Haiti,HTI,2021/8/9,0
Haiti,HTI,2021/8/10,0
Haiti,HTI,2021/8/11,0
Haiti,HTI,2021/8/12,
Haiti,HTI,2021/8/13,0
Haiti,HTI,2021/8/14,
Haiti,HTI,2021/8/15,
Haiti,HTI,2021/8/16,0
Haiti,HTI,2021/8/17,
Haiti,HTI,2021/8/18,0.01
Haiti,HTI,2021/8/19,
Haiti,HTI,2021/8/20,
Haiti,HTI,2021/8/21,0.02
Haiti,HTI,2021/8/22,
Haiti,HTI,2021/8/23,0.02
Haiti,HTI,2021/8/24,
Haiti,HTI,2021/8/25,0.03
Haiti,HTI,2021/8/26,0.03
Haiti,HTI,2021/8/27,0.04
Haiti,HTI,2021/8/28,
Haiti,HTI,2021/8/29,
Haiti,HTI,2021/8/30,
Haiti,HTI,2021/8/31,0.06
Haiti,HTI,2021/9/1,
Haiti,HTI,2021/9/2,
Haiti,HTI,2021/9/3,0.08
Haiti,HTI,2021/9/4,
Haiti,HTI,2021/9/5,
Haiti,HTI,2021/9/6,
Haiti,HTI,2021/9/7,0.11
Haiti,HTI,2021/9/8,
Haiti,HTI,2021/9/9,0.12
Haiti,HTI,2021/9/10,0.13
Haiti,HTI,2021/9/11,
Haiti,HTI,2021/9/12,
Haiti,HTI,2021/9/13,
Haiti,HTI,2021/9/14,
Haiti,HTI,2021/9/15,
Haiti,HTI,2021/9/16,
Haiti,HTI,2021/9/17,0.16
Haiti,HTI,2021/9/18,
Haiti,HTI,2021/9/19,
Haiti,HTI,2021/9/20,
Haiti,HTI,2021/9/21,0.16
Haiti,HTI,2021/9/22,
Haiti,HTI,2021/9/23,
Haiti,HTI,2021/9/24,
Haiti,HTI,2021/9/25,
Haiti,HTI,2021/9/26,0.18
Haiti,HTI,2021/9/27,
Haiti,HTI,2021/9/28,
Haiti,HTI,2021/9/29,
Haiti,HTI,2021/9/30,
Haiti,HTI,2021/10/1,0.18
Haiti,HTI,2021/10/2,0.2
Haiti,HTI,2021/10/3,
Haiti,HTI,2021/10/4,
Haiti,HTI,2021/10/5,
Haiti,HTI,2021/10/6,
Haiti,HTI,2021/10/7,0.22
Haiti,HTI,2021/10/8,
Haiti,HTI,2021/10/9,
Haiti,HTI,2021/10/10,0.23
Haiti,HTI,2021/10/11,
Haiti,HTI,2021/10/12,
Haiti,HTI,2021/10/13,
Haiti,HTI,2021/10/14,
Haiti,HTI,2021/10/15,0.25
Haiti,HTI,2021/10/16,
Haiti,HTI,2021/10/17,
Haiti,HTI,2021/10/18,0.25
Haiti,HTI,2021/10/19,
Haiti,HTI,2021/10/20,
Haiti,HTI,2021/10/21,
Haiti,HTI,2021/10/22,
Haiti,HTI,2021/10/23,
Haiti,HTI,2021/10/24,
Haiti,HTI,2021/10/25,
Haiti,HTI,2021/10/26,
Haiti,HTI,2021/10/27,
Haiti,HTI,2021/10/28,
Haiti,HTI,2021/10/29,0.31
Haiti,HTI,2021/10/30,
Haiti,HTI,2021/10/31,0.34
Haiti,HTI,2021/11/1,
Haiti,HTI,2021/11/2,
Haiti,HTI,2021/11/3,
Haiti,HTI,2021/11/4,
Haiti,HTI,2021/11/5,0.34
Haiti,HTI,2021/11/6,
Haiti,HTI,2021/11/7,
Haiti,HTI,2021/11/8,
Haiti,HTI,2021/11/9,
Haiti,HTI,2021/11/10,
Haiti,HTI,2021/11/11,0.35
Haiti,HTI,2021/11/12,0.42
Haiti,HTI,2021/11/13,
Haiti,HTI,2021/11/14,
Haiti,HTI,2021/11/15,0.45
Haiti,HTI,2021/11/16,
Haiti,HTI,2021/11/17,
Haiti,HTI,2021/11/18,
Haiti,HTI,2021/11/19,0.58
Haiti,HTI,2021/11/20,
Haiti,HTI,2021/11/21,
Haiti,HTI,2021/11/22,
Haiti,HTI,2021/11/23,
Haiti,HTI,2021/11/24,
Haiti,HTI,2021/11/25,
Haiti,HTI,2021/11/26,
Haiti,HTI,2021/11/27,
Haiti,HTI,2021/11/28,
Haiti,HTI,2021/11/29,
Haiti,HTI,2021/11/30,
Haiti,HTI,2021/12/1,
Haiti,HTI,2021/12/2,
Haiti,HTI,2021/12/3,
Haiti,HTI,2021/12/4,
Haiti,HTI,2021/12/5,
Haiti,HTI,2021/12/6,
Haiti,HTI,2021/12/7,
Haiti,HTI,2021/12/8,
Haiti,HTI,2021/12/9,
Haiti,HTI,2021/12/10,
Haiti,HTI,2021/12/11,
Haiti,HTI,2021/12/12,
Haiti,HTI,2021/12/13,
Haiti,HTI,2021/12/14,
Haiti,HTI,2021/12/15,
Haiti,HTI,2021/12/16,0.61
Haiti,HTI,2021/12/17,0.62
Haiti,HTI,2021/12/18,
Haiti,HTI,2021/12/19,
Haiti,HTI,2021/12/20,
Haiti,HTI,2021/12/21,
Haiti,HTI,2021/12/22,
Haiti,HTI,2021/12/23,
Haiti,HTI,2021/12/24,
Haiti,HTI,2021/12/25,
Haiti,HTI,2021/12/26,
Haiti,HTI,2021/12/27,
Haiti,HTI,2021/12/28,
Haiti,HTI,2021/12/29,0.64
Haiti,HTI,2021/12/30,
Haiti,HTI,2021/12/31,
Haiti,HTI,2022/1/1,0.65
Haiti,HTI,2022/1/2,
Haiti,HTI,2022/1/3,
Haiti,HTI,2022/1/4,
Haiti,HTI,2022/1/5,
Haiti,HTI,2022/1/6,
Haiti,HTI,2022/1/7,
Haiti,HTI,2022/1/8,
Haiti,HTI,2022/1/9,
Haiti,HTI,2022/1/10,
Haiti,HTI,2022/1/11,
Haiti,HTI,2022/1/12,
Haiti,HTI,2022/1/13,
Haiti,HTI,2022/1/14,
Haiti,HTI,2022/1/15,
Haiti,HTI,2022/1/16,
Haiti,HTI,2022/1/17,
Haiti,HTI,2022/1/18,
Haiti,HTI,2022/1/19,
Haiti,HTI,2022/1/20,
Haiti,HTI,2022/1/21,0.69
Haiti,HTI,2022/1/22,
Haiti,HTI,2022/1/23,
Haiti,HTI,2022/1/24,
Haiti,HTI,2022/1/25,
Haiti,HTI,2022/1/26,
Haiti,HTI,2022/1/27,
Haiti,HTI,2022/1/28,
Haiti,HTI,2022/1/29,
Haiti,HTI,2022/1/30,0.81
Haiti,HTI,2022/1/31,
Haiti,HTI,2022/2/1,
Haiti,HTI,2022/2/2,
Haiti,HTI,2022/2/3,
Haiti,HTI,2022/2/4,
Haiti,HTI,2022/2/5,
Haiti,HTI,2022/2/6,
Haiti,HTI,2022/2/7,
Haiti,HTI,2022/2/8,
Haiti,HTI,2022/2/9,
Haiti,HTI,2022/2/10,
Haiti,HTI,2022/2/11,
Haiti,HTI,2022/2/12,
Haiti,HTI,2022/2/13,
Haiti,HTI,2022/2/14,
Haiti,HTI,2022/2/15,
Haiti,HTI,2022/2/16,0.86
Haiti,HTI,2022/2/17,
Haiti,HTI,2022/2/18,
Haiti,HTI,2022/2/19,
Haiti,HTI,2022/2/20,
Haiti,HTI,2022/2/21,
Haiti,HTI,2022/2/22,
Haiti,HTI,2022/2/23,
Haiti,HTI,2022/2/24,
Haiti,HTI,2022/2/25,0.88
Haiti,HTI,2022/2/26,
Haiti,HTI,2022/2/27,
Haiti,HTI,2022/2/28,
Haiti,HTI,2022/3/1,
Haiti,HTI,2022/3/2,
Haiti,HTI,2022/3/3,
Haiti,HTI,2022/3/4,0.91
Haiti,HTI,2022/3/5,
Haiti,HTI,2022/3/6,
Haiti,HTI,2022/3/7,
Haiti,HTI,2022/3/8,
Haiti,HTI,2022/3/9,0.93
Haiti,HTI,2022/3/10,
Haiti,HTI,2022/3/11,
Haiti,HTI,2022/3/12,
Haiti,HTI,2022/3/13,
Haiti,HTI,2022/3/14,
Haiti,HTI,2022/3/15,
Haiti,HTI,2022/3/16,0.94
Haiti,HTI,2022/3/17,
Haiti,HTI,2022/3/18,
Haiti,HTI,2022/3/19,
Haiti,HTI,2022/3/20,
Haiti,HTI,2022/3/21,
Haiti,HTI,2022/3/22,
Haiti,HTI,2022/3/23,0.97
Haiti,HTI,2022/3/24,
Haiti,HTI,2022/3/25,
Haiti,HTI,2022/3/26,
Haiti,HTI,2022/3/27,
Haiti,HTI,2022/3/28,
Haiti,HTI,2022/3/29,
Haiti,HTI,2022/3/30,0.99
Haiti,HTI,2022/3/31,
Haiti,HTI,2022/4/1,1
Haiti,HTI,2022/4/2,
Haiti,HTI,2022/4/3,
Haiti,HTI,2022/4/4,
Haiti,HTI,2022/4/5,
Haiti,HTI,2022/4/6,
Haiti,HTI,2022/4/7,
Haiti,HTI,2022/4/8,1
High income,OWID_HIC,2020/12/2,
High income,OWID_HIC,2020/12/3,
High income,OWID_HIC,2020/12/4,
High income,OWID_HIC,2020/12/5,
High income,OWID_HIC,2020/12/6,
High income,OWID_HIC,2020/12/7,
High income,OWID_HIC,2020/12/8,
High income,OWID_HIC,2020/12/9,
High income,OWID_HIC,2020/12/10,
High income,OWID_HIC,2020/12/11,
High income,OWID_HIC,2020/12/12,
High income,OWID_HIC,2020/12/13,0
High income,OWID_HIC,2020/12/14,0
High income,OWID_HIC,2020/12/15,0
High income,OWID_HIC,2020/12/16,0
High income,OWID_HIC,2020/12/17,0
High income,OWID_HIC,2020/12/18,0
High income,OWID_HIC,2020/12/19,0
High income,OWID_HIC,2020/12/20,0
High income,OWID_HIC,2020/12/21,0
High income,OWID_HIC,2020/12/22,0
High income,OWID_HIC,2020/12/23,0
High income,OWID_HIC,2020/12/24,0
High income,OWID_HIC,2020/12/25,0
High income,OWID_HIC,2020/12/26,0
High income,OWID_HIC,2020/12/27,0
High income,OWID_HIC,2020/12/28,0
High income,OWID_HIC,2020/12/29,0
High income,OWID_HIC,2020/12/30,0
High income,OWID_HIC,2020/12/31,0
High income,OWID_HIC,2021/1/1,0
High income,OWID_HIC,2021/1/2,0
High income,OWID_HIC,2021/1/3,0
High income,OWID_HIC,2021/1/4,0.01
High income,OWID_HIC,2021/1/5,0.02
High income,OWID_HIC,2021/1/6,0.03
High income,OWID_HIC,2021/1/7,0.05
High income,OWID_HIC,2021/1/8,0.08
High income,OWID_HIC,2021/1/9,0.09
High income,OWID_HIC,2021/1/10,0.15
High income,OWID_HIC,2021/1/11,0.18
High income,OWID_HIC,2021/1/12,0.21
High income,OWID_HIC,2021/1/13,0.24
High income,OWID_HIC,2021/1/14,0.26
